supplier_name,invoice_date,due_date,invoice_number,total_amount,vat,currency_code,ocr_number,message,bank_giro,is_fake
Codetone,2002-04-29,2002-05-29,136,76495,15299,SEK,0881732247716,Callous bow,2288-8606,False
Volzim,2010-01-30,2010-03-01,126,115627,23125,SEK,4780319409317,Aboriginal x-ray,6128-9344,False
Icedexon,2024-01-09,2024-02-08,222,89990,17998,SEK,1016524195091,Sister defiant machine colossal vast smoke,6880-6397,False
Soltech,1994-04-13,1994-05-13,25,77971,15594,SEK,7143645537185,Humor abstracted roll,5299-5164,False
stimdexon,2000-08-08,2000-09-07,40,67521,13504,SEK,9737795752573,Satisfy steel military scent cherries,4614-9134,False
Sommarkollot,2016-07-05,2016-08-04,175,30383,6076,SEK,1297345104286,Flock valuable,3570-1150,False
app.thing,1998-10-01,1998-10-31,110,50335,10067,SEK,5393709165629,Secretive,6776-6428,False
Funholdings,1984-04-18,1984-05-18,38,82487,16497,SEK,3797741354029,Classy muscle light ubiquitous,4197-1649,False
Codetone,2005-03-14,2005-04-13,171,84626,16925,SEK,1304063679935,Hurried evasive describe trick unbiased flimsy relation,2288-8606,False
Zotity,2002-01-30,2002-03-01,73,70574,14114,SEK,5410613639463,Penitent ask thirsty misty meal,7048-3508,False
stimdexon,2004-04-19,2004-05-19,85,70336,14067,SEK,4968015335254,Fuzzy unequal knowing unbiased coherent afraid white receptive,4614-9134,False
bamhow,2000-04-22,2000-05-22,73,55758,11151,SEK,2901187619942,Arrive impulse ruddy fear incredible yell fang,4994-4531,False
zummaity,2015-11-23,2015-12-23,55,29348,5869,SEK,3437529689714,Needless inform adventurous silly bustling wound work glass,4852-8616,False
dongdexon,1997-04-29,1997-05-29,33,104925,20985,SEK,9266154522526,Minute,7596-4395,False
Management Consultant Shop,2008-01-17,2008-02-16,215,117936,23587,SEK,6674036336614,Whirl vague excite capricious knee present branch early,6560-7251,False
stimdexon,2008-02-28,2008-03-29,132,69323,13864,SEK,2849783594730,Protect mark,4614-9134,False
Dev Invoicing,2006-12-28,2007-01-27,71,79731,15946,SEK,3596360989911,Thirsty bell argument,1256-4209,False
Tonlatline,2022-08-22,2022-09-21,231,123219,24643,SEK,8626948849090,Full illegal fuzzy dry plot,3626-3952,False
Yakilium,1999-06-06,1999-07-06,38,36888,7377,SEK,3370632796839,Tank nine flap sloppy work omniscient,4411-2290,False
Sommarkollot,2008-11-14,2008-12-14,82,48004,9600,SEK,4420669228997,Macabre advice mess up internal,3570-1150,False
Fintechnology,2003-07-16,2003-08-15,206,42973,8594,SEK,4948382204630,Delicate,6655-8131,False
MonkeyFood & CO,2004-12-20,2005-01-19,22,67053,13410,SEK,7229199206051,Eggs,2053-2305,False
Hyper Laser Printer Studio,1987-07-07,1987-08-06,60,10931,2186,SEK,2840111903552,Smash choke dead harm dogs ski whimsical,5554-1742,False
MonkeyFood & CO,2004-05-24,2004-06-23,15,70324,14064,SEK,9269275348888,Lock tawdry push employ prickly robust fabulous,2053-2305,False
Volzim,2003-01-07,2003-02-06,40,136094,27218,SEK,2978669852647,Selfish ordinary unused,6128-9344,False
Cleaning you!,1999-05-09,1999-06-08,156,89653,17930,SEK,4845877801161,Comparison nonstop questionable birds wander,5730-7621,False
Labhouse,1993-10-16,1993-11-15,63,97450,19490,SEK,0279236656047,Art cake,7903-2975,False
Skogstollens Media,1999-05-22,1999-06-21,47,138386,27677,SEK,8252720717791,Gamy axiomatic maniacal,2753-6556,False
U - code,2005-03-05,2005-04-04,82,123022,24604,SEK,9436315924693,Sign egg nonstop,4297-6159,False
dElia,2027-08-16,2027-09-15,169,76724,15344,SEK,2352330512487,Gaping super understood shocking clear page,4805-5313,False
Faxquote,2007-12-16,2008-01-15,40,89129,17825,SEK,9654490656977,Flow insidious rate earn mint pancake wave flight,1182-5817,False
Zotity,1999-06-15,1999-07-15,41,34532,6906,SEK,2358394601066,Water zoo absurd truculent,7048-3508,False
Iszataxon,1999-05-26,1999-06-25,5,82460,16492,SEK,3449990902146,Murky inject nod instruct,2687-7910,False
Condoncare,2012-09-19,2012-10-19,52,78214,15642,SEK,9453119944496,Airplane,7853-5747,False
Labhouse,1995-08-07,1995-09-06,85,98761,19752,SEK,6387460378677,Meddle return detailed land dolls white redundant cuddly,7903-2975,False
Bamtechnology,2004-10-10,2004-11-09,81,72518,14503,SEK,9318845315636,Communicate quartz turn soak crash hose,1830-1010,False
HMD,2016-07-08,2016-08-07,63,101608,20321,SEK,7839533632711,Weigh introduce gold,6664-8304,False
Goldredcan,2005-10-11,2005-11-10,13,108604,21720,SEK,7469245970629,Dull annoying elite drown disagree brash bulb,4362-7363,False
MonkeyFood & CO,2008-09-30,2008-10-30,68,62058,12411,SEK,2151272216242,Paste strong,2053-2305,False
Faxquote,2007-10-17,2007-11-16,38,82080,16416,SEK,3263342205623,Nasty zinc vacuous blush,1182-5817,False
Icedexon,2022-10-16,2022-11-15,207,117511,23502,SEK,9305404238598,Brother sack proud preach realise reject,6880-6397,False
Trisgreen,1980-07-09,1980-08-08,4,73726,14745,SEK,3414498047786,Car destruction powerful extend awful able,1323-3820,False
Konbetam,2028-03-02,2028-04-01,215,15455,3091,SEK,2126646000456,Knotty skip,7277-9556,False
Volzim,2002-03-13,2002-04-12,30,102188,20437,SEK,1291354678181,Statement simplistic tearful nutty,6128-9344,False
Iszataxon,2000-04-20,2000-05-20,16,79693,15938,SEK,0563601511493,Fang neat toad shaky,5641-9328,True
Nicklas Nyckel & Cykel,1989-07-06,1989-08-05,49,134362,26872,SEK,6470722605101,Flock mindless glass,1523-7167,False
zummaity,2016-01-22,2016-02-21,57,26142,5228,SEK,3383941878792,Chilly top clean,4852-8616,False
Blå Boden,1983-10-04,1983-11-03,15,74863,14972,SEK,4603791553156,Pleasant,7301-1520,False
U - tam,2005-03-10,2005-04-09,22,79768,15953,SEK,6162054569480,Calculate jail automatic afternoon jumbled mine stitch stir,2216-8322,False
app.thing,2003-03-09,2003-04-08,164,33079,6615,SEK,7882116644596,Boot peel spare earthy yielding country,6776-6428,False
stimdexon,1998-10-18,1998-11-17,18,67901,13580,SEK,1561124934530,Squirrel bat pie abiding part order complete beds,4614-9134,False
Fintexon,2001-05-06,2001-06-05,74,116524,23304,SEK,7427871600191,Cute top hollow habitual recognise,1082-8176,False
Toys and Stuff,1996-05-21,1996-06-20,122,5826,1165,SEK,7675858294723,Worried balance secretive earn step,5403-2370,False
GotteButiken.nu,2010-10-09,2010-11-08,176,49878,9975,SEK,7814540150825,Realise act sun grade baby,4704-4664,False
Cleaning you!,1999-07-08,1999-08-07,158,79226,15845,SEK,9956214036091,Highfalutin soggy argument pour man carve,5730-7621,False
Nicklas Nyckel & Cykel,1990-11-28,1990-12-28,66,138785,27757,SEK,9401497262601,Wide-eyed nine infamous torpid,1523-7167,False
rhyive,2005-02-22,2005-03-24,113,87893,17578,SEK,0112794539042,Step,4660-8691,False
Vapor Invoicing,1984-04-17,1984-05-17,49,49549,9909,SEK,6697466889216,Wool wandering,5304-3816,False
rhyive,2005-09-20,2005-10-20,120,97321,19464,SEK,7102088979585,Thread mate friends sense governor sister phobic,4660-8691,False
Pelles Pizza,2014-02-12,2014-03-14,65,66873,13374,SEK,6369238188927,Bleach trousers giants nostalgic,2130-5321,False
Soltech,1993-12-14,1994-01-13,21,77382,15476,SEK,0340308270099,Present wine songs mate wild interest change decorate,5299-5164,False
GUBA,2027-08-25,2027-09-24,206,101966,20393,SEK,9811109240466,Sour,6232-4322,False
stimdexon,2013-12-28,2014-01-27,203,70139,14027,SEK,6056822276990,X-ray rapid,4614-9134,False
EAcee,2016-01-12,2016-02-11,125,61859,12371,SEK,6628092889205,Hapless miss saw delight contain obsequious,5561-2261,False
Dingtrax,2012-03-12,2012-04-11,58,49879,9975,SEK,1854352599376,Giraffe changeable alarm,7010-9491,False
Göstas Elfel,1999-02-02,1999-03-04,85,30291,6058,SEK,6539147226642,Probable giddy gentle,6783-2634,False
dongdexon,1995-11-06,1995-12-06,15,134206,26841,SEK,9604192117018,Sofa account whistle satisfy shop reward,7596-4395,False
Scott's,2020-04-20,2020-05-20,90,93464,18692,SEK,8458757076734,Space save solid,1431-7978,False
GotteButiken.nu,2015-05-16,2015-06-15,232,43726,8745,SEK,2124645376829,Judicious,4704-4664,False
Invoicing Bit,2013-04-11,2013-05-11,28,114266,22853,SEK,1687782831815,Downtown,4466-9190,False
geonti,2025-03-22,2025-04-21,178,105320,21064,SEK,4545003387859,Dreary square dashing one snail women sneeze,5643-6496,False
Nicklas Nyckel & Cykel,1999-07-14,1999-08-13,171,110151,22030,SEK,6506129724134,Lying harsh,1523-7167,False
HMD,2025-01-22,2025-02-21,167,116185,23237,SEK,0732124121557,Stove concerned warlike berserk shirt troubled,6664-8304,False
app.thing,2007-03-18,2007-04-17,213,35278,7055,SEK,2744296193973,Equable cable account care scissors wool absent,6776-6428,False
Management Consultant Shop,2011-10-28,2011-11-27,261,101825,20365,SEK,6574024080440,Dispensable ugly sheet,6560-7251,False
Cafféet,2014-05-10,2014-06-09,90,65894,13178,SEK,8326022218771,Probable aromatic soup boiling time haircut agreeable,4139-2648,False
Codetone,1992-04-21,1992-05-21,14,74372,14874,SEK,7606431693412,Nest yam present sprout mint sophisticated elite,2288-8606,False
stimdexon,2008-06-27,2008-07-27,136,69263,13852,SEK,9448702506991,Earn matter sea smelly mark fragile transport adamant,4614-9134,False
Goldin,1995-02-27,1995-03-29,49,100525,20105,SEK,0091594093618,Long hard-to-find skillful supply obey giddy,3689-1927,False
Skogstollens Media,1999-10-19,1999-11-18,52,144354,28870,SEK,4103428028078,Purple change stir hang wiggly language chemical type,2753-6556,False
Fintexon,1997-12-23,1998-01-22,33,120668,24133,SEK,8375590476196,Overrated righteous head dare flesh sulky call ancient,1082-8176,False
Vaiajob,2026-02-22,2026-03-24,145,87117,17423,SEK,9824759826161,Walk wealthy ball crate,7973-7110,False
Tonlatline,2017-03-21,2017-04-20,165,120879,24175,SEK,9200550524166,Old-fashioned step test spot lighten bomb sail staking,3626-3952,False
O - tinzap,2008-08-08,2008-09-07,43,104144,20828,SEK,9998686983368,Sleep blind attract stamp solid birthday purring property,5834-8517,False
All You Need - Construction,2005-09-22,2005-10-22,245,17180,3436,SEK,8859357667733,Yak,1513-3077,False
Sommarkollot,2021-06-09,2021-07-09,235,64640,12928,SEK,0254387821179,Market ad hoc crash boiling blue-eyed apparel outstanding writing,3570-1150,False
dElia,2018-11-01,2018-12-01,62,5353528,14667,SEK,6643473649979,Toothsome chalk,4805-5313,True
Brutto,1998-07-10,1998-08-09,23,78330,15666,SEK,3534731496720,Damaging servant cure boorish freezing puny paltry wink,3242-5514,False
Y - corporation,2005-04-27,2005-05-27,83,107778,21555,SEK,4786770068054,Refuse undress depressed friendly,1597-6707,False
HMD,2013-01-25,2013-02-24,21,80890,16178,SEK,1931829107742,Peaceful string claim well-to-do sweater instruct argument snow,6664-8304,False
Scott's,2014-07-21,2014-08-20,20,106536,21307,SEK,9384805669362,Flaky bright circle box fail quirky,1431-7978,False
All You Need - Construction,2006-10-17,2006-11-16,258,6480,1296,SEK,5216848021553,Juice abusive,1513-3077,False
Bamtechnology,2002-01-24,2002-02-23,48,70241,14048,SEK,5065295904195,Bless rose spell,1830-1010,False
HMD,2011-07-05,2011-08-04,2,69928,13985,SEK,1681642733568,Rare judge grate heat,6664-8304,False
Goldin,2004-06-09,2004-07-09,162,54078,10815,SEK,7272086123476,Push steep,3689-1927,False
Tonlatline,2012-11-12,2012-12-12,112,120700,24140,SEK,4979705966340,Sordid cuddly push futuristic moon use awesome instruct,3626-3952,False
U - code,1999-02-05,1999-03-07,8,127947,25589,SEK,5842729341420,Smart,4297-6159,False
Volzim,2000-12-18,2001-01-17,15,90729,18145,SEK,1987393047110,Shelter run pray mindless,6128-9344,False
Management Consultant Shop,1992-12-06,1993-01-05,31,118269,23653,SEK,0147807247175,Murder smile trap remind alarm,6560-7251,False
Konkity,2014-03-04,2014-04-03,9,65861,13172,SEK,4925033521364,Rapid trucks disagree lowly tense tax close,2160-2248,False
Volzim,2001-08-15,2001-09-14,23,140099,28019,SEK,8306461357041,Ossified educate obey,6128-9344,False
Prombee,1991-05-23,1991-06-22,4,64000,12800,SEK,7314587413855,Voracious examine rain harsh playground spotless slave donkey,4183-6099,False
Brutto,1997-10-13,1997-11-12,14,1213488,15168,SEK,1977121629446,Sort juvenile,3242-5514,True
Triszamfan,2009-09-30,2009-10-30,32,121481,24296,SEK,8611591752080,Scribble drain,5884-3566,False
GUBA,2023-08-16,2023-09-15,157,100918,20183,SEK,6272407666287,Icicle flat insect lying string enchanting society table,6232-4322,False
Ventotam,2000-03-04,2000-04-03,84,45189,9037,SEK,0600086020291,Sad,5587-8078,False
Hyper Laser Printer Studio,1995-01-26,1995-02-25,152,21482,4296,SEK,5476756520877,Volcano exuberant trick moldy shelter suit,5554-1742,False
EAcee,2012-09-29,2012-10-29,85,25668,5133,SEK,9613067221128,Hungry grandmother railway stem class army rod limit,5561-2261,False
Cogideo,1995-11-24,1995-12-24,185,67947,13589,SEK,4361620066573,Bee ahead request snail overjoyed loose jazzy collect,1846-5740,False
Sälj Toppen,2027-12-31,2028-01-30,260,86227,17245,SEK,7539787812643,Fire materialistic,2199-6152,False
Asfalt och Betong,2004-12-25,2005-01-24,55,119984,23996,SEK,4386173501551,Afternoon dress wrathful butter,4932-6218,True
dongdexon,1999-06-18,1999-07-18,59,101698,20339,SEK,5625025655704,Plane grass slimy office replace aftermath pat,7596-4395,False
Fintechnology,2000-07-01,2000-07-31,169,51008,10201,SEK,8311338908729,Coal,6655-8131,False
Invoicing Bit,2011-07-21,2011-08-20,7,105371,21074,SEK,6568857851620,Dirty handsomely dock,4466-9190,False
Vaiajob,2014-09-23,2014-10-23,6,31394,6278,SEK,3116826578727,Rod,7973-7110,False
Skogstollens Media,2001-11-07,2001-12-07,77,158644,31728,SEK,6733593174733,Attempt square living route,2753-6556,False
Nicklas Nyckel & Cykel,2006-03-09,2006-04-08,252,122136,24427,SEK,0227577635237,Inquisitive program,1523-7167,False
Goldin,1994-03-04,1994-04-03,37,116379,23275,SEK,5421777637201,Flagrant intend yellow store,3689-1927,False
GotteButiken.nu,2016-05-10,2016-06-09,244,48735,9747,SEK,4533279770628,Passenger telephone friend friendly umbrella rob,4704-4664,False
Ventotam,2000-02-03,2000-03-04,83,47742,9548,SEK,7611834030022,Nippy rely,5587-8078,False
Transdex,2003-02-05,2003-03-07,34,34960,6992,SEK,5344294508939,Man lean hanging,6645-3325,False
Management Consultant Shop,1996-10-16,1996-11-15,78,120044,24008,SEK,6957044406580,Stupid,6560-7251,False
Cityelectronics,1996-04-12,1996-05-12,119,111840,22368,SEK,5136035830550,Heat cup,1790-1315,False
Dev Invoicing,2002-12-19,2003-01-18,22,77137,15427,SEK,7492735577670,Pickle pumped harmonious curvy brown husky,1256-4209,False
Condoncare,2011-04-28,2011-05-28,35,104394,20878,SEK,3065864677893,Shock baseball stupendous efficacious voracious place messy,7853-5747,False
pyrolith,1998-08-18,1998-09-17,64,24251,4850,SEK,9447739969412,Abaft smiling,6747-2233,False
dongdexon,1998-05-24,1998-06-23,46,76689,15337,SEK,7589967976775,Aberrant paste dirty tap,7596-4395,False
Vaiajob,2026-06-22,2026-07-22,149,24573,4914,SEK,1405863792578,Encouraging attempt disturbed holistic agreement,7973-7110,False
Cityelectronics,1987-12-26,1988-01-25,18,120977,24195,SEK,2157174666152,Sign sedate sofa spell sleepy joke,1790-1315,False
MEDinix,1997-11-17,1997-12-17,4,47517,9503,SEK,8244862263726,Flock develop,6265-8059,False
Konbetam,2011-08-29,2011-09-28,14,10276,2055,SEK,1219137527276,Humdrum hellish available hook yellow iron ugly cart,7277-9556,False
Soltech,1997-07-26,1997-08-25,65,75046,15009,SEK,1984178294645,Level quiet capable veil noisy interrupt,5299-5164,False
MonkeyFood & CO,2009-06-27,2009-07-27,77,78731,15746,SEK,6447137901085,Pet protective accessible tasty dry,2053-2305,False
All You Need - Construction,1997-02-06,1997-03-08,140,27180,5436,SEK,1425939111652,Tangible grandiose fat,7905-5299,True
Astrolith,1999-08-12,1999-09-11,19,59270,11854,SEK,6666467832954,Gaudy bite art amuse marvelous observation,5108-4697,False
Fintexon,2004-09-17,2004-10-17,115,93838,18767,SEK,8522610452968,Previous rainstorm,1082-8176,False
Fintexon,2012-02-08,2012-03-09,205,110262,22052,SEK,5724194686168,Nostalgic desk cooing,1082-8176,False
Goldin,2003-02-15,2003-03-17,146,78151,15630,SEK,4891664402235,String,3689-1927,False
Sälj Toppen,2015-03-09,2015-04-08,104,79671,15934,SEK,7500566845527,Celery sky minute,2199-6152,False
Cleaning you!,1986-07-16,1986-08-15,0,89649,17929,SEK,3471224493304,Stream signal quaint drag morning library,5730-7621,False
Asfalt och Betong,2002-05-10,2002-06-09,23,99116,19823,SEK,0153287478140,Tremendous psychedelic tug daffy,1445-1819,False
dElia,2014-06-25,2014-07-25,9,72967,14593,SEK,0900434015500,Harmonious,4805-5313,False
Cogideo,1991-03-20,1991-04-19,128,76821,15364,SEK,6826314214240,Activity button sweet cross gainful huge measure,1846-5740,False
Toys and Stuff,1993-06-06,1993-07-06,86,8315,1663,SEK,9862099954764,Crayon impartial zoo,5403-2370,False
Triszamfan,2011-11-19,2011-12-19,58,167434,33486,SEK,1059249210472,Ajar fasten end love,5884-3566,False
Fintexon,1998-04-22,1998-05-22,37,91713,18342,SEK,2022642868089,Chalk,1082-8176,False
Pixozzy,1996-06-26,1996-07-26,2,84314,16862,SEK,5554294442463,Curve best disgusting harmonious tawdry,7415-4147,False
Pelles Pizza,2015-02-07,2015-03-09,77,66967,13393,SEK,4243002175984,Rhythm,2130-5321,False
MonkeyFood & CO,2006-12-10,2007-01-09,46,62823,12564,SEK,7915502559901,Grab silent astonishing screeching jam volcano argue trashy,2053-2305,False
Fintechnology,2003-09-14,2003-10-14,208,52787,10557,SEK,7243237745004,Volcano trouble planes birthday blink scold squealing,6655-8131,False
Trisgreen,1992-07-06,1992-08-05,150,64279,12855,SEK,0530679097010,Trick loving high,1323-3820,False
Fintexon,2002-01-01,2002-01-31,82,97922,19584,SEK,6375492080965,Powerful cook trust wanting,1082-8176,False
Målarstugan,2005-12-14,2006-01-13,26,76166,15233,SEK,5526728619585,Dream advice lock crate trees retire file interest,2673-2214,False
zummaity,2013-10-04,2013-11-03,29,30364,6072,SEK,0215564873291,Advertisement program whole,4852-8616,False
Nicklas Nyckel & Cykel,2001-06-03,2001-07-03,194,122668,24533,SEK,3149130738372,Remind remove north stop smelly hour silly consist,1523-7167,False
Gerdas Gardin Sax och Lax,2008-07-25,2008-08-24,16,54986,10997,SEK,6679587698858,Hole point grease,2090-3571,False
Konkity,2018-12-08,2019-01-07,67,64023,12804,SEK,3986550860016,Risk check fair melodic,2160-2248,False
HMD,2029-04-01,2029-05-01,218,65003,13000,SEK,5163407024075,Trains,6664-8304,False
Cogideo,1983-05-31,1983-06-30,33,94136,18827,SEK,7987629290421,Fancy illustrious horses flock scratch abounding dance border,1846-5740,False
Uniis,2006-10-07,2006-11-06,88,100194,20038,SEK,0052468007985,Approve,4816-2408,False
Planetbam,2016-02-29,2016-03-30,84,125583,25116,SEK,2148528840064,Kiss eyes rush unbiased creepy aunt,5423-3150,False
Planetbam,2016-01-30,2016-02-29,83,143784,28756,SEK,6185182272933,Numberless company aboard enchanting,5423-3150,False
app.thing,1994-03-26,1994-04-25,55,32363,6472,SEK,5921157875701,Sign lavish frequent incandescent faint wise,6776-6428,False
